paper_id,sentence_id,sentence
2402.12563,2402.12563_S001,"Self-Verification Method assesses the model with prompts such as ""If you are confident about your answer, maintain your answer. Otherwise, update your answer."""
2402.12563,2402.12563_S002,"Contrasting with Critical Prompt, which directly instructs to ""find problems with your answer"", our IoE-based prompt emphasizes the significance of confidence through the If-or-Else principle."
2402.12563,2402.12563_S003,"This principle indicates that if the LLM considers itself confident, the response should be left as is."
2402.12563,2402.12563_S004,"On the other hand, if the LLM thinks itself unconfident, it should double-check the possible issues and revise the response based on the results."
2402.12563,2402.12563_S005,"It's important to note that our single IoE prompt effectively combines the processes of confidence assessment, response reviewing, and potential updates."
2402.12563,2402.12563_S006,"Furthermore, we introduce a decision refinement stage to further enhance results when the answer after IoE Prompt differs from the initial response."
2402.12563,2402.12563_S007,This stage shares the insight that answers reflecting low confidence require additional evaluation and refinement.
2402.12563,2402.12563_S008,"Consider a scenario where the LLM, uncertain about an initially correct answer, changes its answer to an incorrect one."
2402.12563,2402.12563_S009,"In such cases, the third prompt becomes crucial, allowing for a reevaluation of the responses to potentially yield a more reliable final answer."
2402.12563,2402.12563_S010,A key observation when comparing the IoE-based Prompt with the Critical Prompt is a notable decrease in the correct-to-incorrect transitions using our method.
2402.12563,2402.12563_S011,This suggests that our approach effectively reduces the risk of being misled by excessive criticism.
2403.03101,2403.03101_S001,Language agents observe the external world primarily by generating inner thoughts and executable actions.
2403.03101,2403.03101_S002,"Traditionally, a planning trajectory τ can be represented by a triplet of Thought-Action-Observation (T , A, O), where T indicates the inner thoughts of the language agent, A signifies executable actions, and O represents the feedback information from the environment."
2403.03101,2403.03101_S003,"Then, the language agent is reinforced to generate Tt and At based on the history."
2403.03101,2403.03101_S004,"Subsequently, the action At will be determined based on Tt and Ht."
2403.03101,2403.03101_S005,"Lastly, the feedback result of the action At will be treated as the observation Ot and added to the trajectory, generating a new round of trajectory Ht+1 ."
2403.03101,2403.03101_S006,"Frequently, models generate plans that violate established knowledge rules or commonsense, a phenomenon we name as planning hallucination."
2403.03101,2403.03101_S007,"This term describes scenarios where models might generate unnecessary or conflicting action sequences, such as ""attempting to look up information without performing a search operation"" or ""trying to pick an apple from a table without verifying the presence of both the table and the apple""."
2403.03101,2403.03101_S008,"Our development is grounded on several key steps: Initially, we create an extensive action knowledge base, which amalgamates action planning knowledge pertinent to specific tasks."
2403.03101,2403.03101_S009,"This database acts as an external reservoir of information, steering the model's action generation process."
2403.03101,2403.03101_S010,"Subsequently, by converting action knowledge into text, we enable the model to deeply understand and utilize this knowledge in creating action trajectories."
2403.03101,2403.03101_S011,"Action Rules. R = {r1 , ..., rN −1 } outlines the rules that determine the logic and sequence of action transitions within the model."
2403.03101,2403.03101_S012,"These rules directly dictate permissible action transitions rk : ai → aj , based on the inherent relationships among actions or task-specific requirements."
2403.03101,2403.03101_S013,"Harnessing action knowledge, the model utilizes this insight to streamline the task's planning process."
2403.03101,2403.03101_S014,"Each quadruple (P, T , A, O), encapsulates the action path P, the agent's internal thoughts processes T , executable actions A, and environmental feedback O."
2403.03101,2403.03101_S015,"For a given question, ReAct's action sequence follows a Lookup->Search pattern, which is problematic due to the dependency of the Lookup action on the subsequent Search step."
